date,SYN01,SYN02,SYN03,SYN04,SYN05,SYN06,SYN07,SYN08,SYN09,SYN10,SYN11,SYN12
2010-02-16,101.1113133828,105.6976608602,90.2860630822,79.5881078295,109.7515901158,90.1743767534,90.5791909747,90.6697016179,94.4833938880,97.0111496038,94.1972831041,119.0110426614
2010-02-17,102.2788180282,105.7338686089,88.9874415101,82.5938520913,108.9876552704,91.2716547959,87.2373405058,91.8824466394,95.1715365967,98.1197002869,93.6099185770,121.8759351409
2010-02-18,102.8476174865,106.3642961520,88.4248872030,82.8872335408,105.0769955823,90.3431570667,86.1218179287,90.9122625067,98.8146163985,97.2819421497,94.3765085391,121.2573703258
2010-02-19,102.0998525978,107.1456108897,89.3137053558,83.5646915211,105.5464253738,86.8895418691,86.4230949279,90.5279254068,101.0540071441,98.3309878311,94.1931991925,114.4029034307
2010-02-22,97.9429753550,106.7257710077,88.0134399623,82.1237801874,103.5464121994,86.7081865697,85.0483338874,89.9157702461,104.0875425861,97.9036596744,96.0397461716,118.0272339979
2010-02-23,96.2661210991,108.3813502863,87.9558038420,79.7295012671,103.0406703028,88.4907450991,84.8049587088,88.2169754049,103.1203306971,99.4210416820,95.4237373589,115.9729024430
2010-02-24,97.8431223095,109.2478742152,87.1885684266,76.7666274108,103.1154011995,87.3330782456,85.8855844694,89.2002735144,103.8602104747,98.7849189719,95.2308810089,117.4900995801
2010-02-25,99.7699386909,110.7325564347,88.5927694008,76.9206907746,104.7906204680,86.1101577918,85.4008520852,91.0254783712,105.2924907678,98.2276389317,95.2931115923,119.8895613501
2010-02-26,100.5688037964,111.8541982584,88.1787188013,75.5764914338,103.8509443731,86.4033035749,85.4641298325,91.0752554268,103.6749981695,97.4706139934,96.1936318714,116.3499997284
2010-03-01,100.9886285229,111.6336778944,87.7274525175,74.9288790099,102.5589641915,84.7502136926,85.2065108215,88.3713951923,103.4720950430,97.3574296023,96.0170372265,114.3052107916
2010-03-02,102.1643088635,115.2095102167,88.4554434367,74.6426958174,101.6952400258,86.9308418278,85.3193750577,89.4509800653,101.5533023963,97.2781218578,95.9740691698,110.6232256159
2010-03-03,101.6648101141,114.9753393822,89.1027520419,76.0004560410,102.5473346699,87.9207087042,84.2005436325,87.3514980550,100.4062344091,97.3554651748,98.3188282116,112.0300296244
2010-03-04,101.8892722188,111.9234433159,89.0677215661,75.7543004766,102.5559306192,87.2113207551,84.0708898163,88.6148479291,99.7273934725,97.1432307258,99.1139901816,111.3292826499
2010-03-05,101.4733673108,111.7315200025,89.5446786609,77.4756289689,103.4868961781,86.3804958905,84.1699479846,87.5160386622,98.6675007930,97.1050739511,99.4170574862,108.8990128964
2010-03-08,100.4593229827,114.6615032030,87.8286803497,77.9174155266,104.4098574751,87.7101166000,85.8771027117,87.6492428391,98.2551188797,98.5803683888,99.7977298135,111.6765864058
2010-03-09,100.0923363039,116.8874209781,89.1340271547,74.4086614979,105.4571811514,88.6513974904,87.4750194219,87.9480828467,98.7909167344,96.9982474494,100.7680980674,111.5179288795
2010-03-10,99.0931473048,117.7866645529,89.5174293560,74.0842911497,104.6418252436,93.2575528575,88.3851884073,88.9230710916,98.2306744678,95.9019758879,99.0990880391,109.1403384064
2010-03-11,99.4750713319,121.0463548969,91.3439913426,74.7140986928,104.6991218189,95.3012027696,88.9811868456,89.9776022617,99.4298769494,94.3431441800,101.0057586396,106.0617589492
2010-03-12,99.5780393582,120.1990733582,92.0721335165,75.9574348173,105.6946659578,95.0886441933,88.4140100063,90.1737463718,101.2944919502,93.5400649449,100.2117775457,107.8663840519
2010-03-15,99.6976037297,117.9903565255,92.2772436589,75.3394833203,105.1441732648,95.9223681995,86.1914612507,89.1599087657,100.4745342881,92.2408603408,98.1390858838,108.4679470310
2010-03-16,98.6755171965,114.7296991158,91.0561690605,73.3012748001,108.2296219870,99.9243660714,85.2193913932,90.0656472176,103.2294747765,91.3974966937,98.2217793572,106.4005577818
2010-03-17,100.6427117212,116.2218911337,91.2167529647,74.0633013058,109.1408597382,97.9360895974,83.9006107046,92.1053826743,102.7714808952,92.1577810989,97.3262133449,108.8856119918
2010-03-18,98.6741559715,116.8089349152,90.2004078293,72.8078097846,110.0033839694,99.4747902619,83.3568814226,91.7896853326,101.7935037444,92.3985699608,98.1503247607,108.9774669286
2010-03-19,100.3536554160,115.7259013442,93.2293204051,75.7189438333,111.4199720110,98.7303919792,84.4488737864,91.7304282081,101.2749856629,92.9960030464,98.0944223286,111.2359114272
2010-03-22,98.3413911703,113.7603360352,93.3053451030,72.9639120608,112.2989581266,97.3435824598,83.3160673726,90.3241891607,100.1567669143,93.7795561684,98.5383234761,107.4842352620
2010-03-23,99.9485289175,112.5865721187,91.6727895277,73.5603167191,109.8974719774,96.2260090417,83.5997779311,91.6653340564,98.9332564905,96.2893431585,96.4942805280,110.4046800622
2010-03-24,101.2283922974,113.5894669453,91.4055461963,75.8495540900,111.1074495426,93.9015439816,81.8287531769,93.3162306746,97.8492178686,96.5972050745,98.0152957199,115.0634348412
2010-03-25,101.9777585450,112.3269969007,91.5356141120,74.9024899979,108.2778307224,92.8507661329,82.7023423139,93.5611070746,96.8205736047,96.9025562577,99.3725109948,113.7484368071
2010-03-26,102.0576607380,110.5144279781,93.0885146595,76.5396989707,107.4840063050,92.9015074926,80.5245596002,94.3642774398,96.7723050479,96.7833267079,100.3509320771,113.4859156201
2010-03-29,101.3216823546,111.0467975300,93.8742627747,73.4399359718,107.6277056539,92.8190315121,81.9976074463,92.5261813788,95.9177697656,98.5561228860,103.7838181984,115.3507007003
2010-03-30,101.9299914318,110.6796284075,93.3295115093,72.7991273288,106.4556380040,94.1540372816,80.6727492061,92.3273901025,96.8336967862,97.9641568844,103.5893011332,113.3505790164
2010-03-31,103.6929241646,110.4039488338,91.9874739109,72.0873432390,106.8814473879,93.1681941589,79.6440107464,93.4907158784,97.6869028769,97.9859728440,105.4774240454,110.7496085469
2010-04-01,103.3926555440,111.4735743390,89.9740936973,70.9846822229,110.4911499475,93.8992068914,82.4378664951,91.9063506398,99.2018185752,96.4961649395,106.5743337623,107.9202093354
2010-04-02,101.5129497250,111.5677586673,89.0076047009,72.7827274375,110.1218467826,93.9851471327,81.8802601923,91.1190490632,97.0604164651,96.7017226924,107.1510380538,106.8715644300
2010-04-05,102.0338768506,111.7799281121,88.6079515851,74.0306587435,109.5443495202,96.0909004926,82.3901293816,92.5093886547,97.6817755520,96.8248404164,105.3496798704,100.6729041802
2010-04-06,103.1060688631,110.9717476211,88.4201446368,76.6489217357,110.0855416645,96.1836701548,80.0364843793,93.2093270889,98.8562716659,97.4306310436,105.8542341677,101.2823002417
2010-04-07,103.7874082032,110.3876582264,87.6663791495,78.4936243379,108.1233773608,98.3541368590,80.4615381532,93.9755588638,99.4740628751,97.1441853022,106.0508147323,103.8983232614
2010-04-08,103.0111456063,113.3301789224,88.9148103504,78.1831740043,109.8896537907,97.8799781751,80.1302831625,92.8958347193,101.2040181922,94.3295495299,106.8826838999,107.2703954592
2010-04-09,103.4078345940,113.7813735846,89.7632379867,77.2766770661,109.8310927160,97.0329965064,80.0191227733,93.4429554658,101.5459241769,95.1807246066,107.9923510740,105.7769128214
2010-04-12,103.6102483611,115.5086932667,89.6924322056,81.0143309483,110.5121305632,96.6764459134,80.3556864091,92.1825504933,104.4107957460,93.1377281460,110.0108663561,104.7621719962
2010-04-13,102.8079284444,114.8740027493,89.7486377843,81.4047875694,110.6648868235,95.4351178276,81.7943155892,93.0716091666,103.4939366977,92.8757694628,105.8725157741,104.6744161400
2010-04-14,99.6421419319,112.7761104217,88.4378671385,80.4169892326,106.9287939536,94.0137885584,81.4682483804,92.2465284156,101.3879482126,93.0202269186,107.3588321065,104.8011099091
2010-04-15,98.8098246659,112.5256231479,91.6728316768,81.9882630790,107.2560858011,93.7857666956,78.3202471256,90.0047681653,101.9658898639,93.4444018895,104.9662091690,101.7051781497
2010-04-16,99.1179131714,113.3908608932,91.6831294715,79.9015393533,107.2839792257,93.1280680241,78.6165058062,88.1144721522,102.5610543454,95.0285964225,102.8161021540,100.1790657299
2010-04-19,100.4222783536,113.9296958920,92.0368352236,80.5028988383,108.4861970096,92.2162130281,75.1080732481,90.4583391886,103.0908495836,96.4022967479,100.7966478001,98.5192532317
2010-04-20,98.5229557488,113.3240270506,92.0545907901,81.4749586538,106.3961906253,92.5103267442,74.8982744983,89.7558584654,103.3408736435,96.9665009603,101.3720269596,97.6541311101
2010-04-21,97.2243726921,111.8531959182,91.5856734697,82.0228731326,107.9033313015,93.2544983062,76.3818536410,89.3246064677,102.0490201138,96.7297611192,99.8175208293,97.6845100081
2010-04-22,98.2402515421,112.9611683855,91.4640221554,82.6186001987,110.6441574431,91.6716635247,76.2851366183,88.6578433607,103.6186424726,96.8356298846,97.8640785629,96.2547211792
2010-04-23,99.2227905616,111.9993609289,92.7396949435,84.8542103815,109.7929045472,92.5301383249,74.1322831073,86.6477038750,101.2881127538,96.8224708717,98.0581150269,96.7005088450
2010-04-26,98.4188187013,111.1423216913,92.1657375094,85.1184373903,109.9639585825,91.2925563358,74.6507469335,88.3796535387,100.1143923121,96.7974696610,98.1581585542,96.9807576382
2010-04-27,98.8674232735,109.7321024849,94.2880777980,84.5180980442,109.8535694808,90.6562734697,74.5423580701,89.8028320838,98.5084292421,97.7989412941,101.4220975006,101.0831120347
2010-04-28,98.0414829938,108.5531909483,93.7164453501,84.9161759873,110.9837314250,89.4226569175,73.4917887048,90.2220897623,98.6278081413,98.4734468924,100.3244768555,98.7192672496
2010-04-29,98.8329915401,109.1277943841,91.5880340051,84.7186462625,112.3408365292,88.0357180122,72.4150964273,90.7425152099,98.9663550981,98.5532058081,99.6088810610,98.2840181816
2010-04-30,97.3122729203,111.3205479001,91.4906324251,82.4922320141,113.2157768120,88.1162178946,74.3374455507,90.1034387394,99.5041479327,99.7703614570,98.7440885521,101.1379103589
2010-05-03,99.0928175484,111.8503691063,92.9391949245,78.6297599159,111.7964128335,87.9920844809,74.9455622659,89.4882584452,98.6651000840,99.0468976198,100.1090767751,101.0637911380
2010-05-04,99.5199706901,113.0752975873,91.2156381766,78.2853020158,113.5022108543,88.9350368530,74.3920582198,90.7277695758,97.6474001416,99.5831641996,101.7674506579,101.0261318894
2010-05-05,101.4227649913,113.0796949132,90.7249842493,76.0417200223,113.2269700709,89.0807092021,75.1738523741,90.4579187395,96.5185499650,102.3524174963,99.7741839294,97.8092359999
2010-05-06,101.2721074036,113.6568538482,91.4780123361,74.9737501415,112.0463317095,87.7308001642,75.4845389361,91.4857291170,96.2490918775,100.1232866725,98.1006597376,98.2397961393
2010-05-07,101.0319402180,114.6339137900,90.3436791551,74.9633391991,112.8097312149,86.4901557978,76.9303960518,91.4067352269,97.4744590594,99.7832991394,101.9916605734,94.1342894742
2010-05-10,102.3776836947,116.7652900582,90.2114600298,76.3802451199,114.9452019570,87.3180824332,77.3905605549,91.0488624093,99.1140643094,98.3088321179,100.8579918032,94.0916157460
2010-05-11,100.3889332609,117.1062735607,89.8939230806,77.0033175673,116.3396102740,87.9932311889,77.1385728522,89.2975469426,98.6191709136,95.5838409681,100.5711723562,95.3569006303
2010-05-12,99.5419142907,116.3895632412,89.5462393341,79.5191444702,113.5891063709,88.7130143889,75.1787202848,90.0145234362,98.7353074594,95.0208068978,102.1381672200,95.6257530966
2010-05-13,99.1677374272,116.2895619417,88.5095218991,80.3437087266,116.9098088403,86.7275887043,74.0877744361,90.1429383420,97.9594309832,94.2673090128,102.8486160878,97.1049244140
2010-05-14,100.6478901195,119.5197819280,89.5481862626,80.9416086644,115.4927847306,85.5702267044,72.6512704766,87.3816802007,96.5890402853,95.8493575270,99.8772498695,97.2382406869
2010-05-17,102.2550227408,118.9729240796,88.0451228665,80.7069012718,117.7896038199,87.6987105891,72.7922444819,86.6889739725,96.3717120987,94.7313753936,99.1060176067,96.3738761490
2010-05-18,101.6789820108,115.8237480796,89.5139922682,81.1660036308,113.5789150676,90.7412996734,72.9147833795,88.3404474544,95.9815428753,93.6749134587,101.9232920259,97.8977940332
2010-05-19,103.0772791716,115.9500256835,90.3877647443,79.0885352533,116.3727996438,89.4313209743,72.9650047991,89.2064841614,97.9226314439,94.1248915424,98.6624441763,97.9888311034
2010-05-20,104.3123079044,114.3613482812,91.6279948845,78.7076978984,113.6033968282,88.2135047171,74.3820821059,90.8070444915,97.2193985312,95.2683357461,100.6239172869,99.2245266842
2010-05-21,104.0880329406,115.1362471924,89.9579856244,79.8653256324,112.8057903439,88.1258889195,74.3798995798,89.5909979543,95.6202663963,94.2430846507,98.8962982457,96.5356039310
2010-05-24,102.1695685789,113.5692341692,91.6964714709,78.6496083799,112.6369849210,88.2466970460,74.7645396567,90.9533848809,97.6528382686,94.6501554190,97.5642939364,97.6775464579
2010-05-25,103.4063782840,114.8245646164,90.6476563757,80.3222807182,111.0316321963,86.0533123664,76.3020556410,90.6636884878,96.8788881015,94.1920321791,98.3707169690,101.6793334278
2010-05-26,105.4180770577,116.6856045967,89.8016801622,79.5629861701,111.8943061689,87.2450569051,77.3281146885,90.6451927233,97.5653562956,92.6548904700,99.2285862039,100.2841723419
2010-05-27,105.7793026242,118.3637737784,88.5452387829,80.0814703350,114.3399931432,85.0612899355,79.4216099716,90.0664472662,97.1728440253,93.1441074986,99.5013617665,101.0010442897
2010-05-28,106.9213356256,118.1643659831,88.3808563188,79.7597629246,114.3524064837,84.8251005557,78.0752257023,90.9721201310,97.9532932404,93.8703825934,99.1182669067,96.5027072864
2010-05-31,107.7907957555,122.4121301022,90.8839560038,82.1649543965,112.5955520034,83.6549643725,76.4203095992,91.9831161463,96.4497908480,92.6906132555,101.9357458579,95.4937580205
2010-06-01,106.2405778352,120.8685351694,91.5271974129,82.8120521699,111.7635475732,85.1238012316,76.4439481214,92.6870508354,96.9495723302,93.7173347861,103.5616231763,93.2923461601
2010-06-02,108.0568440294,122.3445120467,92.0729888979,83.7925859989,110.1740212845,84.4216179927,76.5958945196,91.8309870272,96.3076133638,94.1695280027,105.1187581297,94.6157665132
2010-06-03,110.4234674698,119.8405851120,94.1598247121,82.6205665716,112.7426257674,83.8783116034,76.2667062615,92.2360473646,98.6263706873,94.2082267168,108.8495074934,92.2936075606
2010-06-04,110.1155088582,124.4478370436,92.5020564432,80.6399373819,113.9546292369,84.1465693230,76.4119310950,93.7197654419,98.1798735670,92.8171908677,110.0929164683,91.8318327096
2010-06-07,109.0928480557,125.7924076207,91.5087649183,82.0295339113,113.5765622336,82.4473711178,76.5988733251,94.3856343487,97.6345065947,94.3211105718,110.0881336360,89.1450528138
2010-06-08,108.0243705283,126.3393281131,89.9436753216,83.4136770108,117.2497054928,83.0620453839,76.8230802537,97.0817556635,97.5573991802,93.6606154415,108.7141871689,88.6382076753
2010-06-09,107.4127664821,130.4927000717,89.8184688775,81.5535602147,116.6851342346,81.7751420386,79.0403664472,99.0180614288,96.2866945386,94.4545832448,107.2377686270,88.5771690055
2010-06-10,107.1187614938,129.7738567812,88.7582109716,80.4271768059,112.3993952622,81.5636965247,79.5609409185,100.7862120443,96.7056624851,94.3736041635,109.3661476192,87.7683655004
2010-06-11,108.6334459055,129.3659113762,88.2484012808,81.8645019293,113.8566707640,79.8122357752,79.3406595168,100.6728590753,97.0857016570,92.7231150320,109.1195758151,88.6888359166
2010-06-14,107.8052104262,133.4100505512,87.6893083579,83.3184537782,116.6992035059,79.6595360027,76.2755710527,102.8411807975,96.2810310440,91.7549985511,109.3347713005,88.3565625036
2010-06-15,111.5043182485,137.0991266993,86.4566147768,83.5202486642,113.7555421632,81.7925400896,77.8407697581,102.4155418053,98.8320259113,90.6195729223,111.6955637273,89.5385657638
2010-06-16,112.7077535870,137.6331248733,86.2225539889,85.7643976831,112.2083652726,82.8488771067,77.9719492441,103.9807983033,96.3200035733,90.2985268995,112.1538467446,88.9262204564
2010-06-17,110.5610368165,137.5230370618,86.2701200068,85.5797873987,113.0168744788,82.7279582098,77.2755871303,104.7407769464,99.0533473335,90.0432910712,111.2863994768,88.5595749828
2010-06-18,111.6754313364,140.6520327094,86.1435116148,86.4911309606,110.6475829384,81.0674270374,74.5646461615,102.3987708802,98.9951375359,90.0555477974,110.4303595834,84.7591001275
2010-06-21,109.3988733897,143.8209129132,86.0808521202,84.2248367031,109.6398595365,79.8948029669,73.4751018078,101.1196476443,96.9569375712,88.7102473713,108.2328212607,86.8927590641
2010-06-22,111.0331892250,143.8687010391,84.8019690312,86.7915833644,110.4790795376,82.8524576196,75.3366393248,99.3820381283,96.6872234925,88.5290557139,106.9159502318,89.4925208588
2010-06-23,111.2141139006,145.9271677727,84.5974790274,85.5816534652,110.2970397178,80.0948839777,74.6369985510,97.9793335437,96.3810377763,88.7329366869,105.6745264873,92.6348411013
2010-06-24,110.7434369940,147.0450851495,83.3893365679,83.5000779983,113.7295905953,80.5773131587,75.7772656620,97.5199059526,96.7284043504,88.5499301523,108.7642637025,92.1401226406
2010-06-25,109.8954406277,148.7161558310,82.1935272358,84.3602088486,116.1624424509,78.8738077086,73.2804373339,96.9515288668,97.5302642322,88.4481364261,105.1575002561,89.3125076947
2010-06-28,112.8106560819,148.8852400199,82.4364584127,88.9772730289,115.9742855274,79.2251522049,70.6752413985,98.2041969670,97.4623316276,89.1277881226,106.2990532184,91.7204266599
2010-06-29,112.9763765632,151.8502788768,79.4826237673,88.5959331470,110.3771480464,80.1485939881,73.2349246553,99.7247217741,97.9157961217,89.0199371089,105.4406519218,92.3450848615
2010-06-30,113.4741183097,155.8018168953,80.5276152152,87.8957277250,108.5415504619,79.8513945324,76.0572964764,98.6607347419,96.3094823695,88.1705129748,104.1467357991,92.8444288333
2010-07-01,112.1794193019,159.7223098613,80.3933449830,88.3525424607,106.1105796439,81.8087494947,75.1822261003,96.5695639671,95.4514415585,88.2879646737,101.4919695803,92.9169170770
2010-07-02,111.6187373510,161.8545525111,80.8393660564,90.1445280973,106.0485478881,81.3829957042,74.8289410943,97.0159223149,97.4265334796,87.4882183067,99.3960838989,92.6996103368
2010-07-05,112.7016781538,164.4409891798,80.9345608423,89.4114898129,104.4812526894,82.5141962547,73.7378538677,94.9978053831,99.0549881274,87.7637419004,97.0273114171,91.6713611972
2010-07-06,110.9688760345,164.9954186370,81.5016309906,87.1583561701,103.8816288369,80.9332976100,72.5806342600,95.2197277013,98.4375663857,88.2284763202,95.4503223995,88.6454423955
2010-07-07,110.0335178723,164.5052275372,81.8065571514,88.8356738493,102.7781384050,79.1378610398,72.6214549221,94.8705038790,98.5251734725,86.9681338410,96.1424143964,89.4643196626
2010-07-08,110.2153668461,168.6165344311,81.9028760589,86.5534104723,102.8496220422,79.4627632988,72.1643748939,94.4936648623,97.0527516997,85.1326322519,97.4748508903,89.9534435969
2010-07-09,110.7686007493,170.6629950696,80.4457934099,86.5752011847,104.7720144397,78.6622254262,75.6332320992,94.6832460924,97.1582294397,83.1023202337,96.7977559408,92.1354611048
2010-07-12,111.7986967117,170.9908999116,79.4765955209,87.3860102169,105.2267461236,76.6182325107,75.8998759604,94.9597389193,96.4205983967,82.2808857048,97.0884331513,93.0546443467
2010-07-13,109.4190101542,172.8290245057,78.2910591128,85.9649229151,105.1785237808,78.3029808441,79.4824177964,93.7848658074,96.8550523653,82.9075714954,93.0418589537,96.9631207815
2010-07-14,111.0127854444,171.8466296197,77.3815625282,86.6727567473,105.1205153795,78.6203794934,80.3472021427,94.4418748620,96.8228385472,83.0570573632,94.0139572691,92.6279505179
2010-07-15,110.7635353245,164.5787901164,76.5969183113,88.1164261132,102.9160395339,79.3753241366,78.4327301068,96.0888450654,97.4210802041,83.1848459142,93.4466942781,92.0253298817
2010-07-16,110.8496859989,163.4889268922,75.4740134811,84.5564688514,99.4976907406,79.4177132568,78.0482174775,94.6445314995,95.2522229117,84.0273179813,93.9632425972,90.4879075473
2010-07-19,108.4306474828,158.7316107912,74.0425871983,85.8908562670,102.6758977249,81.3492436379,77.8164497645,92.7070676370,95.5464911284,84.8285943800,98.0863816521,90.7457051547
2010-07-20,112.2105322537,155.5639791950,75.0355692205,87.8024268677,105.2136420657,79.4540681514,79.7142944930,91.0132138213,96.0590998247,85.0040228006,98.4680165595,93.8264531816
2010-07-21,113.2259137730,148.8833875820,73.3836361962,87.5459524609,105.0840920283,79.3885086611,81.6276356505,89.7319970676,96.6362098622,85.5373748617,96.3042636738,95.5684708476
2010-07-22,113.5316938016,145.9962593126,72.5881611436,88.2123427423,103.5849337406,77.9079475327,80.8891984035,90.1891291581,97.7992870656,85.3694753775,98.9855309396,96.0427475703
2010-07-23,112.7932900923,143.5784338447,71.1361543988,86.4610592555,104.1821254772,78.2997241077,81.5187843661,89.0607273811,96.2253480758,86.2433484666,97.9896121183,96.6313755043
2010-07-26,112.8259796496,143.4206915388,73.3568272634,86.0068049683,102.0710628549,78.1332589113,81.5049182215,90.6572943344,96.3212177904,85.1435642553,96.4775188724,96.1155740747
2010-07-27,113.5046947824,144.5199669315,72.8664350955,84.3217194761,103.9475071551,79.1171215976,83.6042877505,92.5562195635,95.4883536084,84.8228106875,99.0175108992,97.6330901848
2010-07-28,114.3646238838,143.1621343068,74.2952079717,82.2875362783,106.5647162973,78.8901866895,82.1739408035,93.2682594191,96.6018700907,85.5208376170,97.3574016390,96.4306602652
2010-07-29,112.7839380447,143.4803582464,75.5926197261,79.3427119852,106.0785634593,79.0945452118,81.9059772552,93.7157367323,96.7607723495,85.2425051267,99.0202945504,94.4581279087
2010-07-30,111.2261807607,141.4350689691,75.1754662626,78.7922132715,109.2747403093,79.0397317222,83.0308209655,93.7334474845,94.7669887791,84.7724015437,98.3651043092,93.2415743441
2010-08-02,112.3644286320,140.7566076775,75.4592772435,76.6056632180,106.9171030841,77.6660019004,83.7564786630,93.4739285551,96.8280284044,86.4025388197,97.6001911963,90.8602240382
2010-08-03,112.9717867856,138.5123253400,76.5815022552,76.9013804568,108.2342667257,78.8689745592,83.4160835848,91.9029540949,97.2339301333,87.2785891781,98.1361148559,90.0777177761
